id,n_a,n_b,n_gold,明细数量,仲裁结果
593,41,33,40,40,"[{""label"":""食材"",""text"":""豆尖""},{""label"":""食材"",""text"":""肉丝""},{""label"":""烹饪方法"",""text"":""鲜炒""},{""label"":""食材"",""text"":""假晾干肉""},{""label"":""食材"",""text"":""老面舢""},{""label"":""食材"",""text"":""琵琶郫子""},{""label"":""烹饪方法"",""text"":""炸""},{""label"":""食材"",""text"":""冬瓜块""},{""label"":""烹饪方法"",""text"":""红烧""},{""label"":""食材"",""text"":""肉元""},{""label"":""食材"",""text"":""麻酱赓衣""},{""label"":""烹饪方法"",""text"":""拌""},{""label"":""食材"",""text"":""菱角""},{""label"":""食材"",""text"":""鸡""},{""label"":""烹饪方法"",""text"":""黄焖""},{""label"":""食材"",""text"":""育椒""},{""label"":""食材"",""text"":""豇豆""},{""label"":""烹饪方法"",""text"":""走油""},{""label"":""食材"",""text"":""白煮肉丝""},{""label"":""烹饪方法"",""text"":""拌""},{""label"":""食材"",""text"":""茄子""},{""label"":""烹饪方法"",""text"":""锅烧""},{""label"":""食材"",""text"":""鲢鱼""},{""label"":""烹饪方法"",""text"":""烧焖""},{""label"":""食材"",""text"":""玫瑰荷花""},{""label"":""烹饪方法"",""text"":""炸""},{""label"":""食材"",""text"":""麻花肉""},{""label"":""食材"",""text"":""肉""},{""label"":""食材"",""text"":""冬瓜""},{""label"":""烹饪方法"",""text"":""粉渗""},{""label"":""食材"",""text"":""冬瓜燕""},{""label"":""食材"",""text"":""冬瓜""},{""label"":""烹饪方法"",""text"":""切丝""},{""label"":""烹饪方法"",""text"":""扑细干豆粉""},{""label"":""烹饪方法"",""text"":""氽""},{""label"":""食材"",""text"":""京吊子""},{""label"":""烹饪方法"",""text"":""走油""},{""label"":""烹饪方法"",""text"":""炖""},{""label"":""食材"",""text"":""老脯茄子""},{""label"":""食材"",""text"":""韭菜""}]"
594,31,37,23,23,"[{""label"":""食材"",""text"":""鸽蛋""},{""label"":""食材"",""text"":""鹅蛋""},{""label"":""食材"",""text"":""椒盐""},{""label"":""食材"",""text"":""豆蔻""},{""label"":""食材"",""text"":""荼""},{""label"":""食材"",""text"":""蟹""},{""label"":""食材"",""text"":""笋""},{""label"":""烹饪方法"",""text"":""酿""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""炸""},{""label"":""烹饪方法"",""text"":""熏""},{""label"":""烹饪方法"",""text"":""熘""},{""label"":""烹饪方法"",""text"":""炒""},{""label"":""烹饪方法"",""text"":""红烧""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""食疗方"",""text"":""悛鸽蛋饺""},{""label"":""食疗方"",""text"":""刘海鸽蛋""},{""label"":""食疗方"",""text"":""兰香鸽蛋""},{""label"":""食疗方"",""text"":""全酿鸽蛋""},{""label"":""食疗方"",""text"":""茶兼鸽蛋""},{""label"":""食疗方"",""text"":""金银鸽蛋""},{""label"":""食疗方"",""text"":""荷包鸽蛋""},{""label"":""古籍来源"",""text"":""《摘录》""}]"
595,45,50,50,50,"[{""label"":""食材"",""text"":""豆腐""},{""label"":""食材"",""text"":""盐卤""},{""label"":""食材"",""text"":""石膏""},{""label"":""食性"",""text"":""平""},{""label"":""食味"",""text"":""清香""},{""label"":""烹饪方法"",""text"":""法制""},{""label"":""烹饪方法"",""text"":""去渣""},{""label"":""烹饪方法"",""text"":""留浆""},{""label"":""烹饪方法"",""text"":""点""},{""label"":""烹饪方法"",""text"":""烹熘""},{""label"":""食疗方"",""text"":""杏酪豆瞒""},{""label"":""食疗方"",""text"":""桃儿豆腐""},{""label"":""食疗方"",""text"":""玻蚺豆瞒""},{""label"":""食疗方"",""text"":""箱子豆腐""},{""label"":""食疗方"",""text"":""销唣豆膪""},{""label"":""食疗方"",""text"":""珍珠豆腐""},{""label"":""食疗方"",""text"":""米屋豆腐""},{""label"":""食疗方"",""text"":""蟹螯豆腐""},{""label"":""食疗方"",""text"":""马蹄豆腐""},{""label"":""食疗方"",""text"":""纹丝豆腐""},{""label"":""食疗方"",""text"":""菱角豆膪""},{""label"":""食疗方"",""text"":""灌香豆腐""},{""label"":""食疗方"",""text"":""吉样豆腐""},{""label"":""食疗方"",""text"":""糟油瓦腐""},{""label"":""食疗方"",""text"":""蜂蛀豆腐""},{""label"":""食疗方"",""text"":""雪花豆腐""},{""label"":""食疗方"",""text"":""桂花腐""},{""label"":""食疗方"",""text"":""卷尖豆腐""},{""label"":""食疗方"",""text"":""芙蓉豆腐""},{""label"":""食疗方"",""text"":""丹凤豆腐""},{""label"":""食疗方"",""text"":""口蘑豆腐""},{""label"":""食疗方"",""text"":""金钱豆瞒""},{""label"":""食疗方"",""text"":""鲫鳞豆腐""},{""label"":""食疗方"",""text"":""祥云豆膪""},{""label"":""食疗方"",""text"":""百合瓦腐""},{""label"":""食疗方"",""text"":""各髓豆腐""},{""label"":""食疗方"",""text"":""芹昏豆腐""},{""label"":""食疗方"",""text"":""牡丹豆腐""},{""label"":""食疗方"",""text"":""八宝豆膪""},{""label"":""食疗方"",""text"":""孩食豆蠃""},{""label"":""食疗方"",""text"":""虾泥豆膪""},{""label"":""食疗方"",""text"":""虾皮豆腐""},{""label"":""食疗方"",""text"":""百页豆腐""},{""label"":""食疗方"",""text"":""春秋豆腐""},{""label"":""食疗方"",""text"":""银合亘腐""},{""label"":""食疗方"",""text"":""虾油瓦膪""},{""label"":""食疗方"",""text"":""发丝豆腐""},{""label"":""食疗方"",""text"":""青笋裒牖""},{""label"":""食疗方"",""text"":""太极瓦雁""},{""label"":""古籍来源"",""text"":""景生方""}]"
596,1,0,0,0,[]
597,13,11,9,9,"[{""label"":""食材"",""text"":""火腿""},{""label"":""食材"",""text"":""鸭""},{""label"":""食材"",""text"":""鸡""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""烹煮""},{""label"":""烹饪方法"",""text"":""熘""},{""label"":""烹饪方法"",""text"":""爆""},{""label"":""烹饪方法"",""text"":""炸""},{""label"":""古籍来源"",""text"":""韩诗外传""}]"
598,69,57,56,56,"[{""label"":""食材"",""text"":""鸡""},{""label"":""食材"",""text"":""虾""},{""label"":""食材"",""text"":""饼""},{""label"":""食材"",""text"":""洋莱""},{""label"":""食材"",""text"":""锅巴""},{""label"":""食材"",""text"":""海参""},{""label"":""食材"",""text"":""抄手""},{""label"":""食材"",""text"":""面""},{""label"":""食材"",""text"":""椒盐""},{""label"":""食材"",""text"":""肘子""},{""label"":""食材"",""text"":""紫盖""},{""label"":""食材"",""text"":""姜""},{""label"":""食材"",""text"":""鸡片""},{""label"":""食材"",""text"":""椒麻鸡""},{""label"":""食材"",""text"":""包肉片""},{""label"":""食材"",""text"":""油鱼丝""},{""label"":""食材"",""text"":""麻酱""},{""label"":""食材"",""text"":""鱼肚""},{""label"":""食材"",""text"":""金钩""},{""label"":""食材"",""text"":""冬笋""},{""label"":""食材"",""text"":""豌豆""},{""label"":""食材"",""text"":""春笋尖""},{""label"":""食材"",""text"":""白莱""},{""label"":""食材"",""text"":""鳍鱼""},{""label"":""食材"",""text"":""蒜""},{""label"":""食材"",""text"":""连鱼""},{""label"":""食材"",""text"":""瓦块鱼""},{""label"":""食材"",""text"":""香花""},{""label"":""食材"",""text"":""鸡丝""},{""label"":""食材"",""text"":""橥蒿""},{""label"":""食材"",""text"":""肉圆子""},{""label"":""食材"",""text"":""玉兰片""},{""label"":""食材"",""text"":""冬粜""},{""label"":""食材"",""text"":""肉丝""},{""label"":""食材"",""text"":""冰糖""},{""label"":""食材"",""text"":""肘子""},{""label"":""食材"",""text"":""鸡""},{""label"":""食材"",""text"":""漪参""},{""label"":""烹饪方法"",""text"":""炒""},{""label"":""烹饪方法"",""text"":""炸""},{""label"":""烹饪方法"",""text"":""生闷""},{""label"":""烹饪方法"",""text"":""凉拌""},{""label"":""烹饪方法"",""text"":""闷""},{""label"":""烹饪方法"",""text"":""烧""},{""label"":""烹饪方法"",""text"":""黄闷""},{""label"":""烹饪方法"",""text"":""火炮""},{""label"":""烹饪方法"",""text"":""火爆""},{""label"":""食材"",""text"":""鱿鱼""},{""label"":""食材"",""text"":""饺子""},{""label"":""食材"",""text"":""包子""},{""label"":""食材"",""text"":""汤元""},{""label"":""食材"",""text"":""点心""},{""label"":""食材"",""text"":""蛋黄糕""},{""label"":""食材"",""text"":""绍酒""},{""label"":""食材"",""text"":""席面""},{""label"":""食材"",""text"":""米酥""}]"
599,60,0,56,56,"[{""label"":""食材"",""text"":""野鸭""},{""label"":""食材"",""text"":""鹑""},{""label"":""食材"",""text"":""雉""},{""label"":""食材"",""text"":""山鸡""},{""label"":""食材"",""text"":""鸡""},{""label"":""食材"",""text"":""雉脯""},{""label"":""食材"",""text"":""野鸡""},{""label"":""食材"",""text"":""酸莱""},{""label"":""食材"",""text"":""韭菜""},{""label"":""食材"",""text"":""油果""},{""label"":""食材"",""text"":""椒盐""},{""label"":""食材"",""text"":""桁仁""},{""label"":""食材"",""text"":""白榆仁""},{""label"":""食材"",""text"":""华虫""},{""label"":""食材"",""text"":""仓庚""},{""label"":""食材"",""text"":""莺""},{""label"":""食材"",""text"":""水凫""},{""label"":""食材"",""text"":""鹈鹅""},{""label"":""食材"",""text"":""鹚""},{""label"":""食材"",""text"":""锦鸡""},{""label"":""食材"",""text"":""鹩耶实厥鸟""},{""label"":""食材"",""text"":""沙鸡""},{""label"":""食材"",""text"":""驾""},{""label"":""食材"",""text"":""鹌""},{""label"":""食材"",""text"":""雕""},{""label"":""食材"",""text"":""怀崖莺""},{""label"":""食材"",""text"":""疏趾""},{""label"":""食材"",""text"":""疏耻""},{""label"":""食材"",""text"":""飞奴""},{""label"":""食材"",""text"":""火鸠""},{""label"":""食材"",""text"":""鹰""},{""label"":""食材"",""text"":""鸠""},{""label"":""食材"",""text"":""田鼠""},{""label"":""食材"",""text"":""野鸡片""},{""label"":""烹饪方法"",""text"":""投""},{""label"":""烹饪方法"",""text"":""化""},{""label"":""烹饪方法"",""text"":""腌""},{""label"":""烹饪方法"",""text"":""潸""},{""label"":""烹饪方法"",""text"":""搭""},{""label"":""烹饪方法"",""text"":""茸""},{""label"":""烹饪方法"",""text"":""走油""},{""label"":""烹饪方法"",""text"":""签子""},{""label"":""烹饪方法"",""text"":""烧""},{""label"":""烹饪方法"",""text"":""炸""},{""label"":""烹饪方法"",""text"":""裹""},{""label"":""烹饪方法"",""text"":""炙""},{""label"":""烹饪方法"",""text"":""加""},{""label"":""烹饪方法"",""text"":""枥""},{""label"":""烹饪方法"",""text"":""求""},{""label"":""古籍来源"",""text"":""礼记""},{""label"":""古籍来源"",""text"":""月令""},{""label"":""古籍来源"",""text"":""书""},{""label"":""古籍来源"",""text"":""益稷""},{""label"":""古籍来源"",""text"":""曲礼""},{""label"":""古籍来源"",""text"":""传""},{""label"":""医家"",""text"":""九龄""}]"
600,65,31,30,30,"[{""label"":""食材"",""text"":""肉""},{""label"":""食材"",""text"":""笋干""},{""label"":""食材"",""text"":""云耳""},{""label"":""食材"",""text"":""冬笋""},{""label"":""食材"",""text"":""山药""},{""label"":""食材"",""text"":""香油""},{""label"":""食材"",""text"":""冬笄""},{""label"":""食材"",""text"":""桃仁""},{""label"":""食材"",""text"":""鱼""},{""label"":""食材"",""text"":""千张""},{""label"":""食材"",""text"":""冰糖""},{""label"":""食材"",""text"":""醪糟""},{""label"":""食材"",""text"":""白糖""},{""label"":""食材"",""text"":""硝盐""},{""label"":""食材"",""text"":""鲞""},{""label"":""食材"",""text"":""盐莱""},{""label"":""食材"",""text"":""板栗""},{""label"":""食材"",""text"":""大头莱""},{""label"":""食材"",""text"":""胭脂水""},{""label"":""烹饪方法"",""text"":""红烧""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""切片""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""烩""},{""label"":""烹饪方法"",""text"":""走油""},{""label"":""烹饪方法"",""text"":""打花""},{""label"":""烹饪方法"",""text"":""摸""},{""label"":""烹饪方法"",""text"":""刮""},{""label"":""烹饪方法"",""text"":""抹""},{""label"":""烹饪方法"",""text"":""收""}]"
601,61,30,59,59,"[{""label"":""食材"",""text"":""佟鱼""},{""label"":""食材"",""text"":""冻鱼""},{""label"":""食材"",""text"":""异味鼐鱼""},{""label"":""食材"",""text"":""丁香""},{""label"":""食材"",""text"":""豆蔻""},{""label"":""食材"",""text"":""西洋松鱼""},{""label"":""烹饪方法"",""text"":""炕""},{""label"":""烹饪方法"",""text"":""焙""},{""label"":""烹饪方法"",""text"":""氽""},{""label"":""食材"",""text"":""鱼卷""},{""label"":""烹饪方法"",""text"":""剞刀""},{""label"":""食材"",""text"":""肉果""},{""label"":""食材"",""text"":""肉馅""},{""label"":""烹饪方法"",""text"":""潸焕""},{""label"":""食材"",""text"":""红白鱼丝""},{""label"":""食材"",""text"":""酱""},{""label"":""食材"",""text"":""花嫩鱼脯""},{""label"":""食材"",""text"":""火腿丁""},{""label"":""食材"",""text"":""生虾仁""},{""label"":""食材"",""text"":""日蘑""},{""label"":""食材"",""text"":""香菰""},{""label"":""食材"",""text"":""鲜灸鳗鱼""},{""label"":""烹饪方法"",""text"":""火烧""},{""label"":""食材"",""text"":""独蒜""},{""label"":""食材"",""text"":""缦鱼""},{""label"":""食材"",""text"":""青鳍""},{""label"":""食材"",""text"":""白鳝""},{""label"":""食材"",""text"":""蒜头""},{""label"":""食材"",""text"":""炙东坡鱼""},{""label"":""食材"",""text"":""鸡蛋""},{""label"":""食材"",""text"":""面""},{""label"":""烹饪方法"",""text"":""炸""},{""label"":""烹饪方法"",""text"":""红烧""},{""label"":""食材"",""text"":""鱼面""},{""label"":""食材"",""text"":""鱼元""},{""label"":""食材"",""text"":""娆炙墨鱼""},{""label"":""食材"",""text"":""瓜""},{""label"":""烹饪方法"",""text"":""煎烧""},{""label"":""食材"",""text"":""暨鱼""},{""label"":""食材"",""text"":""蜃头鱼""},{""label"":""食材"",""text"":""东坡鱼""},{""label"":""食材"",""text"":""烩墨鱼片""},{""label"":""食材"",""text"":""杂件""},{""label"":""食材"",""text"":""酱灸绌鱼""},{""label"":""烹饪方法"",""text"":""生焖""},{""label"":""烹饪方法"",""text"":""酱炙""},{""label"":""食材"",""text"":""鳅鱼""},{""label"":""食材"",""text"":""拙鱼""},{""label"":""古籍来源"",""text"":""益州记""},{""label"":""食材"",""text"":""幕鱼""},{""label"":""食材"",""text"":""萧鱼""},{""label"":""食材"",""text"":""丙穴鱼""},{""label"":""食材"",""text"":""卷日鱼""},{""label"":""食材"",""text"":""滴蒸鳜鱼""},{""label"":""烹饪方法"",""text"":""清蒸""},{""label"":""烹饪方法"",""text"":""去骨""},{""label"":""食材"",""text"":""鲜酿鳟鱼""},{""label"":""烹饪方法"",""text"":""抽骨""},{""label"":""烹饪方法"",""text"":""全酿""}]"
602,65,71,47,47,"[{""label"":""食材"",""text"":""萝卜""},{""label"":""食材"",""text"":""五桷鱼""},{""label"":""食材"",""text"":""肉丝""},{""label"":""食材"",""text"":""鱼""},{""label"":""食材"",""text"":""姜""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""醋""},{""label"":""食材"",""text"":""糟鱼""},{""label"":""食材"",""text"":""蒜片""},{""label"":""食材"",""text"":""豆豉""},{""label"":""食材"",""text"":""香油""},{""label"":""食材"",""text"":""鲫鱼""},{""label"":""食材"",""text"":""椒盐""},{""label"":""食材"",""text"":""豆粉""},{""label"":""食材"",""text"":""鸡蛋""},{""label"":""食材"",""text"":""灰面""},{""label"":""食材"",""text"":""肉块""},{""label"":""食材"",""text"":""大蒜""},{""label"":""食材"",""text"":""鸡块""},{""label"":""食材"",""text"":""火腿""},{""label"":""食材"",""text"":""笋片""},{""label"":""食材"",""text"":""葱""},{""label"":""食材"",""text"":""老盐莱""},{""label"":""烹饪方法"",""text"":""炖""},{""label"":""烹饪方法"",""text"":""捞起""},{""label"":""烹饪方法"",""text"":""糅""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""煎""},{""label"":""烹饪方法"",""text"":""焖""},{""label"":""烹饪方法"",""text"":""走油""},{""label"":""烹饪方法"",""text"":""收""},{""label"":""烹饪方法"",""text"":""炸""},{""label"":""烹饪方法"",""text"":""炒""},{""label"":""烹饪方法"",""text"":""砍""},{""label"":""烹饪方法"",""text"":""烧""},{""label"":""烹饪方法"",""text"":""包""},{""label"":""烹饪方法"",""text"":""裹""},{""label"":""食疗方"",""text"":""煤糟鱼""},{""label"":""食疗方"",""text"":""裾醋鱼""},{""label"":""食疗方"",""text"":""脆皮鱼""},{""label"":""食疗方"",""text"":""瓦块鱼""},{""label"":""食疗方"",""text"":""锅贴鱼""},{""label"":""食疗方"",""text"":""红烷鲫鱼""},{""label"":""食疗方"",""text"":""红鱼元""},{""label"":""食疗方"",""text"":""软木鱼""},{""label"":""食疗方"",""text"":""生烧大鱼""},{""label"":""古籍来源"",""text"":""摘录""}]"
603,35,44,35,35,"[{""label"":""食材"",""text"":""醋""},{""label"":""食味"",""text"":""酸""},{""label"":""食性"",""text"":""温""},{""label"":""功效"",""text"":""消痈肿""},{""label"":""功效"",""text"":""散水气""},{""label"":""功效"",""text"":""杀邪毒""},{""label"":""功效"",""text"":""破血晕""},{""label"":""功效"",""text"":""除症块坚积""},{""label"":""食材"",""text"":""酒醋""},{""label"":""食材"",""text"":""桃醋""},{""label"":""食材"",""text"":""麦醋""},{""label"":""食材"",""text"":""葡萄醋""},{""label"":""食材"",""text"":""枣醋""},{""label"":""食材"",""text"":""米醋""},{""label"":""食味"",""text"":""苦""},{""label"":""食材"",""text"":""苦酒""},{""label"":""食材"",""text"":""淳酢""},{""label"":""食材"",""text"":""醯""},{""label"":""食材"",""text"":""食醋""},{""label"":""食材"",""text"":""香醋""},{""label"":""食材"",""text"":""卤""},{""label"":""功效"",""text"":""醒酒""},{""label"":""功效"",""text"":""消食""},{""label"":""功效"",""text"":""下气""},{""label"":""功效"",""text"":""辟邪""},{""label"":""功效"",""text"":""调味""},{""label"":""功效"",""text"":""助消化""},{""label"":""功效"",""text"":""增加风味""},{""label"":""功效"",""text"":""防腐""},{""label"":""功效"",""text"":""治体癣""},{""label"":""功效"",""text"":""预防流感""},{""label"":""病症"",""text"":""足癣""},{""label"":""病症"",""text"":""流感""},{""label"":""病症"",""text"":""流脑""},{""label"":""病症"",""text"":""上呼吸道传染病""}]"
